ervaring,geslacht,gewichtsklasse,naam,trainingtype,500_split,2k tijd,2k datum
0.0,V,Z,d53,3x10'/4'r,122.5,464.8,2022-12-10
0.0,V,Z,d53,3x10'/4'r,122.7,464.8,2022-12-10
0.0,V,Z,d53,3x10'/4'r,121.8,464.8,2022-12-10
0.0,V,Z,d55,3x10'/4'r,126.9,472.8,2022-12-10
0.0,V,Z,d55,3x10'/4'r,128.1,472.8,2022-12-10
0.0,V,Z,d55,3x10'/4'r,126.7,472.8,2022-12-10
0.0,V,Z,d48,3x1000m/3'r,118.0,476.0,2022-12-10
0.0,V,Z,d48,3x1000m/3'r,119.0,476.0,2022-12-10
0.0,V,Z,d51,3x1000m/3'r,119.9,479.2,2022-12-10
0.0,V,Z,d51,3x1000m/3'r,120.9,479.2,2022-12-10
0.0,V,Z,d51,3x1000m/3'r,120.3,479.2,2022-12-10
0.0,V,Z,d52,3x1000m/3'r,122.0,480.8,2022-12-10
0.0,V,Z,d52,3x1000m/3'r,121.3,480.8,2022-12-10
0.0,V,Z,d52,3x1000m/3'r,120.3,480.8,2022-12-10
0.0,V,Z,d53,3x1000m/3'r,116.9,464.8,2022-12-10
0.0,V,Z,d53,3x1000m/3'r,116.6,464.8,2022-12-10
0.0,V,Z,d53,3x1000m/3'r,116.1,464.8,2022-12-10
0.0,V,Z,d54,3x1000m/3'r,119.9,473.2,2022-12-10
0.0,V,Z,d54,3x1000m/3'r,120.3,473.2,2022-12-10
0.0,V,Z,d54,3x1000m/3'r,119.8,473.2,2022-12-10
0.0,V,Z,d55,3x1000m/3'r,121.0,472.8,2022-12-10
0.0,V,Z,d55,3x1000m/3'r,120.3,472.8,2022-12-10
0.0,V,Z,d55,3x1000m/3'r,118.3,472.8,2022-12-10
0.0,V,Z,d48,3x10'/4'r,126.0,476.0,2022-12-10
0.0,V,Z,d48,3x10'/4'r,126.0,476.0,2022-12-10
0.0,V,Z,d50,3x10'/4'r,130.4,489.6,2022-12-10
0.0,V,Z,d50,3x10'/4'r,130.7,489.6,2022-12-10
0.0,V,Z,d50,3x10'/4'r,132.2,489.6,2022-12-10
0.0,V,Z,d51,3x10'/4'r,126.3,479.2,2022-12-10
0.0,V,Z,d51,3x10'/4'r,127.0,479.2,2022-12-10
0.0,V,Z,d51,3x10'/4'r,125.2,479.2,2022-12-10
0.0,V,Z,d52,3x10'/4'r,125.7,480.8,2022-12-10
0.0,V,Z,d52,3x10'/4'r,125.9,480.8,2022-12-10
0.0,V,Z,d52,3x10'/4'r,125.3,480.8,2022-12-10
0.0,V,Z,d53,3x10'/4'r,122.9,464.8,2022-12-10
0.0,V,Z,d53,3x10'/4'r,123.4,464.8,2022-12-10
0.0,V,Z,d53,3x10'/4'r,123.3,464.8,2022-12-10
0.0,V,Z,d48,2000m,119.0,476.0,2022-12-10
0.0,V,Z,d50,2000m,122.4,489.6,2022-12-10
0.0,V,Z,d51,2000m,119.8,479.2,2022-12-10
0.0,V,Z,d52,2000m,120.2,480.8,2022-12-10
0.0,V,Z,d53,2000m,116.2,464.8,2022-12-10
0.0,V,Z,d54,2000m,118.3,473.2,2022-12-10
0.0,V,Z,d55,2000m,118.2,472.8,2022-12-10
0.0,M,Z,Z251,2x10'/3'r,115.7,406.7,2024-12-15
0.0,M,Z,Z251,2x10'/3'r,117.1,406.7,2024-12-15
0.0,M,Z,Z252,2x10'/3'r,141.3,414.6,2024-12-15
0.0,M,Z,Z252,2x10'/3'r,140.2,414.6,2024-12-15
0.0,M,Z,Z253,2x10'/3'r,111.1,406.6,2024-12-15
0.0,M,Z,Z253,2x10'/3'r,112.8,406.6,2024-12-15
0.0,M,Z,Z254,2x10'/3'r,108.5,397.2,2024-12-15
0.0,M,Z,Z254,2x10'/3'r,109.7,397.2,2024-12-15
0.0,M,Z,Z255,2x10'/3'r,108.5,393.0,2024-12-15
0.0,M,Z,Z255,2x10'/3'r,108.2,393.0,2024-12-15
0.0,M,Z,Z256,2x10'/3'r,116.9,411.4,2024-12-15
0.0,M,Z,Z256,2x10'/3'r,114.2,411.4,2024-12-15
0.0,M,Z,Z257,2x10'/3'r,121.5,420.9,2024-12-15
0.0,M,Z,Z257,2x10'/3'r,122.2,420.9,2024-12-15
0.0,M,Z,Z258,2x10'/3'r,113.2,411.8,2024-12-15
0.0,M,Z,Z258,2x10'/3'r,117.3,411.8,2024-12-15
0.0,M,L,Z259,2x10'/3'r,128.5,412.5,2024-12-15
0.0,M,L,Z259,2x10'/3'r,130.1,412.5,2024-12-15
0.0,M,Z,Z2510,2x10'/3'r,117.6,423.2,2024-12-15
0.0,M,Z,Z2510,2x10'/3'r,117.6,423.2,2024-12-15
0.0,M,Z,Z2511,2x10'/3'r,116.2,419.4,2024-12-15
0.0,M,Z,Z2511,2x10'/3'r,121.3,419.4,2024-12-15
0.0,M,L,Z2512,2x10'/3'r,121.3,418.6,2024-12-15
0.0,M,L,Z2512,2x10'/3'r,124.1,418.6,2024-12-15
0.0,M,L,Z2513,2x10'/3'r,119.3,419.3,2024-12-15
0.0,M,L,Z2513,2x10'/3'r,113.9,419.3,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,101.9,406.7,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,103.7,406.7,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,114.1,414.6,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,118.2,414.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,96.6,406.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,99.9,406.6,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,96.6,397.2,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,98.6,397.2,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,96.0,393.0,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,96.6,393.0,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,99.4,411.4,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,102.4,411.4,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,102.2,420.9,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,105.7,420.9,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,101.5,411.8,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,105.9,411.8,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,105.3,412.5,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,107.7,412.5,2024-12-15
0.0,M,Z,Z2510,2x8x1'/2'r,102.6,423.2,2024-12-15
0.0,M,Z,Z2510,2x8x1'/2'r,106.5,423.2,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,103.9,419.4,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,106.2,419.4,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,105.0,418.6,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,108.0,418.6,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,104.4,419.3,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,105.5,419.3,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,117.8,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,116.2,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,118.0,406.7,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,121.1,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,123.2,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,122.6,414.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,116.9,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,116.2,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,114.4,406.6,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,111.1,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,110.6,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,110.1,397.2,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,111.4,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,111.7,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,111.3,393.0,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,115.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,115.5,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,115.4,411.4,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,116.6,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,117.3,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,116.4,420.9,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,115.9,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,115.4,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,116.2,411.8,2024-12-15
0.0,M,L,Z259,3x10'/3'r,123.7,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,122.6,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,119.1,412.5,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,119.5,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,118.6,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.6,423.2,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,118.2,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,119.3,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,119.3,419.4,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,120.3,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,120.3,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,123.7,418.6,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,120.5,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,117.5,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,114.5,419.3,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,102.4,414.6,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,105.9,414.6,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,97.6,397.2,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,98.6,397.2,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,100.7,411.4,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,102.4,411.4,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,101.3,411.8,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,101.1,411.8,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,106.6,412.5,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,107.0,412.5,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,102.5,419.4,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,104.1,419.4,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,104.6,419.3,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,104.7,419.3,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,120.5,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,119.7,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,119.1,414.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,112.9,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,113.7,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,112.3,406.6,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,109.7,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,110.0,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,109.2,393.0,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,113.4,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,114.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,114.5,411.4,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,113.6,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,115.5,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,118.2,420.9,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,111.9,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,112.8,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,112.6,411.8,2024-12-15
0.0,M,L,Z259,3x10'/3'r,117.5,412.5,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.6,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,116.7,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,115.5,423.2,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,116.4,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,117.5,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,117.5,419.4,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,120.3,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,120.7,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,120.3,418.6,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,116.2,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,115.0,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,113.4,419.3,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,101.6,406.7,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,111.7,406.7,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,102.0,414.6,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,104.7,414.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,95.3,406.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,98.2,406.6,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,96.5,397.2,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,97.7,397.2,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,95.3,393.0,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,96.2,393.0,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,99.5,411.4,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,100.9,411.4,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,101.4,420.9,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,103.7,420.9,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,99.5,411.8,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,100.9,411.8,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,103.6,412.5,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,103.0,412.5,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,100.7,419.4,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,101.3,419.4,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,101.8,418.6,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,105.3,418.6,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,101.7,419.3,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,104.0,419.3,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,116.4,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,117.1,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,115.5,406.7,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,115.7,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,117.8,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,115.7,414.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,111.3,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,110.8,406.6,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,111.7,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,111.6,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,108.1,397.2,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,112.9,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,111.9,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,108.5,393.0,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,112.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,113.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,111.9,411.4,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,115.5,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,117.5,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,115.5,420.9,2024-12-15
0.0,M,L,Z259,3x10'/3'r,118.6,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,118.8,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,118.2,412.5,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.1,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,116.4,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,114.9,423.2,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,115.7,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,118.2,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,121.5,419.4,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,116.6,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,118.9,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,116.7,418.6,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,115.2,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,114.7,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,111.1,419.3,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,100.4,406.7,2024-12-15
0.0,M,Z,Z251,2x8x1'/2'r,101.5,406.7,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,101.3,414.6,2024-12-15
0.0,M,Z,Z252,2x8x1'/2'r,103.5,414.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,94.4,406.6,2024-12-15
0.0,M,Z,Z253,2x8x1'/2'r,102.3,406.6,2024-12-15
0.0,M,Z,Z254,2x8x1'/2'r,96.0,397.2,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,94.2,393.0,2024-12-15
0.0,M,Z,Z255,2x8x1'/2'r,94.5,393.0,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,96.6,411.4,2024-12-15
0.0,M,Z,Z256,2x8x1'/2'r,100.2,411.4,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,100.6,420.9,2024-12-15
0.0,M,Z,Z257,2x8x1'/2'r,103.8,420.9,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,98.3,411.8,2024-12-15
0.0,M,Z,Z258,2x8x1'/2'r,113.4,411.8,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,100.3,412.5,2024-12-15
0.0,M,L,Z259,2x8x1'/2'r,102.7,412.5,2024-12-15
0.0,M,Z,Z2510,2x8x1'/2'r,101.9,423.2,2024-12-15
0.0,M,Z,Z2510,2x8x1'/2'r,106.7,423.2,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,100.0,419.4,2024-12-15
0.0,M,Z,Z2511,2x8x1'/2'r,102.7,419.4,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,99.1,418.6,2024-12-15
0.0,M,L,Z2512,2x8x1'/2'r,100.5,418.6,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,103.1,419.3,2024-12-15
0.0,M,L,Z2513,2x8x1'/2'r,101.0,419.3,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,115.0,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,117.3,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,118.0,406.7,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,117.1,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,118.9,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,113.2,414.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,113.6,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,112.5,406.6,2024-12-15
0.0,M,Z,Z253,3x10'/3'r,112.2,406.6,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,112.8,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,112.9,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,109.6,397.2,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,109.2,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,109.4,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,108.7,393.0,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,113.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,114.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,113.2,411.4,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,114.7,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,114.0,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,115.2,420.9,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,114.2,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,114.2,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,112.3,411.8,2024-12-15
0.0,M,L,Z259,3x10'/3'r,99.0,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,100.4,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,102.2,412.5,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,121.9,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,118.2,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.5,423.2,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,116.7,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,116.9,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,115.2,419.4,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,117.3,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,117.8,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,116.6,418.6,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,116.4,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,115.0,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,114.9,419.3,2024-12-15
0.0,M,Z,Z251,3x5x1'/2'r,100.0,406.7,2024-12-15
0.0,M,Z,Z251,3x5x1'/2'r,101.5,406.7,2024-12-15
0.0,M,Z,Z251,3x5x1'/2'r,101.4,406.7,2024-12-15
0.0,M,Z,Z252,3x5x1'/2'r,98.7,414.6,2024-12-15
0.0,M,Z,Z252,3x5x1'/2'r,104.1,414.6,2024-12-15
0.0,M,Z,Z252,3x5x1'/2'r,103.9,414.6,2024-12-15
0.0,M,Z,Z253,3x5x1'/2'r,94.0,406.6,2024-12-15
0.0,M,Z,Z254,3x5x1'/2'r,94.5,397.2,2024-12-15
0.0,M,Z,Z255,3x5x1'/2'r,92.2,393.0,2024-12-15
0.0,M,Z,Z255,3x5x1'/2'r,94.8,393.0,2024-12-15
0.0,M,Z,Z255,3x5x1'/2'r,95.5,393.0,2024-12-15
0.0,M,Z,Z256,3x5x1'/2'r,95.6,411.4,2024-12-15
0.0,M,Z,Z256,3x5x1'/2'r,97.6,411.4,2024-12-15
0.0,M,Z,Z256,3x5x1'/2'r,100.8,411.4,2024-12-15
0.0,M,Z,Z257,3x5x1'/2'r,98.5,420.9,2024-12-15
0.0,M,Z,Z257,3x5x1'/2'r,101.4,420.9,2024-12-15
0.0,M,Z,Z258,3x5x1'/2'r,97.0,411.8,2024-12-15
0.0,M,L,Z259,3x5x1'/2'r,116.9,412.5,2024-12-15
0.0,M,L,Z259,3x5x1'/2'r,115.5,412.5,2024-12-15
0.0,M,L,Z259,3x5x1'/2'r,116.9,412.5,2024-12-15
0.0,M,Z,Z2510,3x5x1'/2'r,104.4,423.2,2024-12-15
0.0,M,Z,Z2510,3x5x1'/2'r,102.5,423.2,2024-12-15
0.0,M,Z,Z2510,3x5x1'/2'r,104.4,423.2,2024-12-15
0.0,M,Z,Z2511,3x5x1'/2'r,98.3,419.4,2024-12-15
0.0,M,Z,Z2511,3x5x1'/2'r,99.4,419.4,2024-12-15
0.0,M,Z,Z2511,3x5x1'/2'r,100.9,419.4,2024-12-15
0.0,M,L,Z2512,3x5x1'/2'r,99.0,418.6,2024-12-15
0.0,M,L,Z2512,3x5x1'/2'r,103.4,418.6,2024-12-15
0.0,M,L,Z2512,3x5x1'/2'r,103.1,418.6,2024-12-15
0.0,M,L,Z2513,3x5x1'/2'r,100.7,419.3,2024-12-15
0.0,M,L,Z2513,3x5x1'/2'r,105.5,419.3,2024-12-15
0.0,M,L,Z2513,3x5x1'/2'r,103.9,419.3,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,114.9,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,115.2,406.7,2024-12-15
0.0,M,Z,Z251,3x10'/3'r,115.4,406.7,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,113.7,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,113.9,414.6,2024-12-15
0.0,M,Z,Z252,3x10'/3'r,112.6,414.6,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,111.6,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,112.3,397.2,2024-12-15
0.0,M,Z,Z254,3x10'/3'r,109.0,397.2,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,110.1,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,110.6,393.0,2024-12-15
0.0,M,Z,Z255,3x10'/3'r,108.9,393.0,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,114.0,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,113.9,411.4,2024-12-15
0.0,M,Z,Z256,3x10'/3'r,111.3,411.4,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,111.1,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,112.6,420.9,2024-12-15
0.0,M,Z,Z257,3x10'/3'r,113.6,420.9,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,113.4,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,114.2,411.8,2024-12-15
0.0,M,Z,Z258,3x10'/3'r,129.5,411.8,2024-12-15
0.0,M,L,Z259,3x10'/3'r,99.6,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,104.6,412.5,2024-12-15
0.0,M,L,Z259,3x10'/3'r,102.1,412.5,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.5,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,117.3,423.2,2024-12-15
0.0,M,Z,Z2510,3x10'/3'r,114.4,423.2,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,115.5,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,115.9,419.4,2024-12-15
0.0,M,Z,Z2511,3x10'/3'r,114.4,419.4,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,115.2,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,115.2,418.6,2024-12-15
0.0,M,L,Z2512,3x10'/3'r,116.0,418.6,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,115.9,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,115.4,419.3,2024-12-15
0.0,M,L,Z2513,3x10'/3'r,110.8,419.3,2024-12-15
