ervaring,500_split,2k tijd,binary_trainingtype,binary_geslacht,binary_gewichtsklasse
0.0,121.9,449.6,11000,1,1
0.0,116.2,434.4,11000,1,1
0.0,117.4,434.4,11000,1,1
0.0,117.7,434.4,11000,1,1
0.0,118.8,441.6,11000,1,1
0.0,120.0,441.6,11000,1,1
0.0,119.4,441.6,11000,1,1
0.0,127.5,460.0,11000,1,1
0.0,129.4,460.0,11000,1,1
0.0,129.1,460.0,11000,1,1
0.0,116.9,439.6,11000,1,1
0.0,118.0,439.6,11000,1,1
0.0,119.1,439.6,11000,1,1
0.0,121.0,452.0,11000,1,1
0.0,123.8,452.0,11000,1,1
0.0,123.4,452.0,11000,1,1
0.0,123.5,458.8,11000,1,1
0.0,124.3,458.8,11000,1,1
0.0,124.3,458.8,11000,1,1
0.0,121.4,447.2,11000,1,1
0.0,123.3,447.2,11000,1,1
0.0,122.2,447.2,11000,1,1
0.0,118.9,449.6,100010,1,1
0.0,122.5,449.6,100010,1,1
0.0,122.6,449.6,100010,1,1
0.0,113.6,434.4,100010,1,1
0.0,117.4,434.4,100010,1,1
0.0,118.7,434.4,100010,1,1
0.0,117.5,441.6,100010,1,1
0.0,117.5,441.6,100010,1,1
0.0,117.5,441.6,100010,1,1
0.0,122.9,460.0,100010,1,1
0.0,127.2,460.0,100010,1,1
0.0,126.7,460.0,100010,1,1
0.0,120.3,452.0,100010,1,1
0.0,121.8,452.0,100010,1,1
0.0,123.4,452.0,100010,1,1
0.0,122.3,458.8,100010,1,1
0.0,123.0,458.8,100010,1,1
0.0,125.4,458.8,100010,1,1
0.0,119.5,447.2,100010,1,1
0.0,122.2,447.2,100010,1,1
0.0,128.3,447.2,100010,1,1
0.0,114.3,449.6,10011,1,1
0.0,113.4,449.6,10011,1,1
0.0,113.7,449.6,10011,1,1
0.0,113.2,449.6,10011,1,1
0.0,114.3,449.6,10011,1,1
0.0,115.5,449.6,10011,1,1
0.0,115.0,449.6,10011,1,1
0.0,116.4,449.6,10011,1,1
0.0,109.3,434.4,10011,1,1
0.0,109.6,434.4,10011,1,1
0.0,110.0,434.4,10011,1,1
0.0,111.6,434.4,10011,1,1
0.0,112.3,434.4,10011,1,1
0.0,112.9,434.4,10011,1,1
0.0,112.2,434.4,10011,1,1
0.0,114.5,434.4,10011,1,1
0.0,109.4,441.6,10011,1,1
0.0,109.7,441.6,10011,1,1
0.0,110.0,441.6,10011,1,1
0.0,111.2,441.6,10011,1,1
0.0,111.5,441.6,10011,1,1
0.0,112.5,441.6,10011,1,1
0.0,113.4,441.6,10011,1,1
0.0,112.3,441.6,10011,1,1
0.0,115.8,460.0,10011,1,1
0.0,116.7,460.0,10011,1,1
0.0,116.8,460.0,10011,1,1
0.0,115.8,460.0,10011,1,1
0.0,117.8,460.0,10011,1,1
0.0,119.5,460.0,10011,1,1
0.0,118.5,460.0,10011,1,1
0.0,116.5,460.0,10011,1,1
0.0,109.8,439.6,10011,1,1
0.0,109.3,439.6,10011,1,1
0.0,110.2,439.6,10011,1,1
0.0,112.7,439.6,10011,1,1
0.0,112.6,439.6,10011,1,1
0.0,113.7,439.6,10011,1,1
0.0,113.3,439.6,10011,1,1
0.0,112.3,439.6,10011,1,1
0.0,113.9,452.0,10011,1,1
0.0,113.9,452.0,10011,1,1
0.0,114.2,452.0,10011,1,1
0.0,114.9,452.0,10011,1,1
0.0,116.4,452.0,10011,1,1
0.0,117.6,452.0,10011,1,1
0.0,117.8,452.0,10011,1,1
0.0,116.7,452.0,10011,1,1
0.0,116.8,458.8,100011,1,1
0.0,116.2,458.8,100011,1,1
0.0,116.8,458.8,100011,1,1
0.0,117.3,458.8,100011,1,1
0.0,117.4,458.8,100011,1,1
0.0,117.8,458.8,100011,1,1
0.0,116.7,458.8,100011,1,1
0.0,112.3,447.2,10011,1,1
0.0,112.6,447.2,10011,1,1
0.0,112.6,447.2,10011,1,1
0.0,113.0,447.2,10011,1,1
0.0,113.9,447.2,10011,1,1
0.0,115.8,447.2,10011,1,1
0.0,116.5,447.2,10011,1,1
0.0,113.7,447.2,10011,1,1
0.0,126.5,449.6,100100,1,1
0.0,126.3,449.6,100100,1,1
0.0,124.3,434.4,100100,1,1
0.0,125.9,434.4,100100,1,1
0.0,124.4,441.6,100100,1,1
0.0,123.4,441.6,100100,1,1
0.0,128.7,460.0,100100,1,1
0.0,129.8,460.0,100100,1,1
0.0,125.2,439.6,100100,1,1
0.0,125.3,439.6,100100,1,1
0.0,125.5,452.0,100100,1,1
0.0,127.7,452.0,100100,1,1
0.0,129.2,458.8,100100,1,1
0.0,133.0,458.8,100100,1,1
0.0,125.9,447.2,100100,1,1
0.0,126.3,447.2,100100,1,1
0.0,117.4,449.6,100101,1,1
0.0,118.3,449.6,100101,1,1
0.0,113.9,434.4,100101,1,1
0.0,117.6,434.4,100101,1,1
0.0,113.9,441.6,100101,1,1
0.0,115.4,441.6,100101,1,1
0.0,122.4,460.0,100101,1,1
0.0,124.0,460.0,100101,1,1
0.0,115.0,439.6,100101,1,1
0.0,117.3,439.6,100101,1,1
0.0,117.8,452.0,100101,1,1
0.0,121.4,452.0,100101,1,1
0.0,120.6,458.8,100101,1,1
0.0,121.6,458.8,100101,1,1
0.0,122.3,458.8,100101,1,1
0.0,124.0,458.8,100101,1,1
0.0,110.4,449.6,100110,1,1
0.0,109.6,449.6,100110,1,1
0.0,113.2,449.6,100110,1,1
0.0,113.6,449.6,100110,1,1
0.0,114.8,449.6,100110,1,1
0.0,114.8,449.6,100110,1,1
0.0,107.9,441.6,100110,1,1
0.0,108.3,441.6,100110,1,1
0.0,109.3,441.6,100110,1,1
0.0,110.0,441.6,100110,1,1
0.0,112.5,441.6,100110,1,1
0.0,111.6,441.6,100110,1,1
0.0,113.3,460.0,100110,1,1
0.0,114.3,460.0,100110,1,1
0.0,114.2,460.0,100110,1,1
0.0,115.4,460.0,100110,1,1
0.0,115.8,460.0,100110,1,1
0.0,113.8,460.0,100110,1,1
0.0,108.8,452.0,100110,1,1
0.0,110.0,452.0,100110,1,1
0.0,112.4,452.0,100110,1,1
0.0,113.8,452.0,100110,1,1
0.0,114.8,452.0,100110,1,1
0.0,114.0,452.0,100110,1,1
0.0,112.0,447.2,100110,1,1
0.0,112.3,447.2,100110,1,1
0.0,112.8,447.2,100110,1,1
0.0,113.6,447.2,100110,1,1
0.0,114.5,447.2,100110,1,1
0.0,114.4,447.2,100110,1,1
0.0,114.4,449.6,1100,1,1
0.0,114.4,449.6,1100,1,1
0.0,118.8,460.0,1100,1,1
0.0,117.7,460.0,1100,1,1
0.0,119.6,447.2,1100,1,1
0.0,113.4,449.6,100000,1,1
0.0,110.4,441.6,100000,1,1
0.0,108.6,434.4,100000,1,1
0.0,115.0,460.0,100000,1,1
0.0,109.9,439.6,100000,1,1
0.0,113.0,452.0,100000,1,1
0.0,114.7,458.8,100000,1,1
0.0,111.8,447.2,100000,1,1
0.0,107.8,449.6,100001,1,1
0.0,108.9,449.6,100001,1,1
0.0,110.8,449.6,100001,1,1
0.0,112.8,449.6,100001,1,1
0.0,100.1,434.4,100001,1,1
0.0,111.3,434.4,100001,1,1
0.0,105.1,434.4,100001,1,1
0.0,120.9,434.4,100001,1,1
0.0,103.2,441.6,100001,1,1
0.0,104.9,441.6,100001,1,1
0.0,106.7,441.6,100001,1,1
0.0,107.2,441.6,100001,1,1
0.0,110.7,460.0,100001,1,1
0.0,109.2,460.0,100001,1,1
0.0,112.8,460.0,100001,1,1
0.0,114.3,460.0,100001,1,1
0.0,100.3,439.6,100001,1,1
0.0,103.4,439.6,100001,1,1
0.0,106.7,439.6,100001,1,1
0.0,108.2,439.6,100001,1,1
0.0,107.3,452.0,100001,1,1
0.0,106.8,452.0,100001,1,1
0.0,107.8,452.0,100001,1,1
0.0,109.6,452.0,100001,1,1
0.0,107.6,458.8,100001,1,1
0.0,108.4,458.8,100001,1,1
0.0,114.3,458.8,100001,1,1
0.0,116.4,458.8,100001,1,1
0.0,110.0,447.2,100001,1,1
0.0,107.2,447.2,100001,1,1
0.0,108.7,447.2,100001,1,1
0.0,109.0,447.2,100001,1,1
0.0,109.0,442.8,100000,1,1
0.0,118.8,491.2,100000,1,1
0.0,116.7,470.4,100000,1,1
0.0,112.0,469.6,100000,1,1
0.0,119.7,442.8,11111,1,1
0.0,120.7,442.8,11111,1,1
0.0,121.5,442.8,11111,1,1
0.0,130.4,472.0,11111,1,1
0.0,133.2,472.0,11111,1,1
0.0,130.6,472.0,11111,1,1
0.0,126.0,473.2,11111,1,1
0.0,127.0,473.2,11111,1,1
0.0,129.3,473.2,11111,1,1
0.0,126.0,470.4,11111,1,1
0.0,132.1,470.4,11111,1,1
0.0,132.3,470.4,11111,1,1
0.0,129.8,472.8,11111,1,1
0.0,133.5,472.8,11111,1,1
0.0,135.4,472.8,11111,1,1
0.0,126.7,469.6,11111,1,1
0.0,129.3,469.6,11111,1,1
0.0,131.2,469.6,11111,1,1
0.0,129.0,469.6,11111,1,1
0.0,128.2,469.6,11111,1,1
0.0,129.0,469.6,11111,1,1
0.0,119.7,442.8,11111,1,1
0.0,119.3,442.8,11111,1,1
0.0,118.6,442.8,11111,1,1
0.0,125.8,472.0,11111,1,1
0.0,129.3,472.0,11111,1,1
0.0,129.0,472.0,11111,1,1
0.0,124.6,491.2,11111,1,1
0.0,127.5,491.2,11111,1,1
0.0,129.0,491.2,11111,1,1
0.0,126.2,473.2,11111,1,1
0.0,126.0,473.2,11111,1,1
0.0,126.2,473.2,11111,1,1
0.0,127.7,470.4,11111,1,1
0.0,129.5,470.4,11111,1,1
0.0,128.0,470.4,11111,1,1
0.0,131.5,472.8,11111,1,1
0.0,130.1,472.8,11111,1,1
0.0,132.9,472.8,11111,1,1
0.0,125.8,469.6,11111,1,1
0.0,125.8,469.6,11111,1,1
0.0,126.0,469.6,11111,1,1
0.0,128.2,472.0,11111,1,1
0.0,130.9,472.0,11111,1,1
0.0,128.7,472.0,11111,1,1
0.0,115.9,442.8,10000,1,1
0.0,119.3,442.8,10000,1,1
0.0,117.8,442.8,10000,1,1
0.0,126.5,472.0,10000,1,1
0.0,127.0,472.0,10000,1,1
0.0,128.2,472.0,10000,1,1
0.0,125.5,491.2,10000,1,1
0.0,128.7,491.2,10000,1,1
0.0,129.3,491.2,10000,1,1
0.0,123.0,473.2,10000,1,1
0.0,126.0,473.2,10000,1,1
0.0,127.0,473.2,10000,1,1
0.0,123.5,470.4,10000,1,1
0.0,124.8,470.4,10000,1,1
0.0,125.5,470.4,10000,1,1
0.0,127.2,472.8,10000,1,1
0.0,129.5,472.8,10000,1,1
0.0,131.5,472.8,10000,1,1
0.0,121.9,469.6,10000,1,1
0.0,122.8,469.6,10000,1,1
0.0,123.9,469.6,10000,1,1
0.0,125.3,472.0,10000,1,1
0.0,127.2,472.0,10000,1,1
0.0,129.3,472.0,10000,1,1
0.0,115.9,442.8,10000,1,1
0.0,121.5,442.8,10000,1,1
0.0,120.5,442.8,10000,1,1
0.0,123.5,472.0,10000,1,1
0.0,128.5,472.0,10000,1,1
0.0,129.0,472.0,10000,1,1
0.0,123.7,491.2,10000,1,1
0.0,128.0,491.2,10000,1,1
0.0,124.4,491.2,10000,1,1
0.0,121.7,473.2,10000,1,1
0.0,124.8,473.2,10000,1,1
0.0,124.6,473.2,10000,1,1
0.0,125.5,472.8,10000,1,1
0.0,128.7,472.8,10000,1,1
0.0,129.3,472.8,10000,1,1
0.0,119.9,469.6,10000,1,1
0.0,122.8,469.6,10000,1,1
0.0,122.8,469.6,10000,1,1
0.0,124.8,472.0,10000,1,1
0.0,127.7,472.0,10000,1,1
0.0,129.0,472.0,10000,1,1
0.0,109.2,442.8,100111,1,1
0.0,112.5,442.8,100111,1,1
0.0,116.9,472.0,100111,1,1
0.0,118.9,472.0,100111,1,1
0.0,118.4,491.2,100111,1,1
0.0,122.8,491.2,100111,1,1
0.0,117.5,473.2,100111,1,1
0.0,119.1,473.2,100111,1,1
0.0,117.3,470.4,100111,1,1
0.0,118.6,470.4,100111,1,1
0.0,117.5,472.8,100111,1,1
0.0,118.0,472.8,100111,1,1
0.0,112.2,469.6,100111,1,1
0.0,122.4,469.6,100111,1,1
0.0,110.7,442.8,100000,1,1
0.0,118.0,472.0,100000,1,1
0.0,122.8,491.2,100000,1,1
0.0,118.3,473.2,100000,1,1
0.0,117.6,470.4,100000,1,1
0.0,118.2,472.8,100000,1,1
0.0,117.4,469.6,100000,1,1
0.0,118.0,472.0,100000,1,1
0.0,110.5,442.0,100000,1,1
0.0,119.9,479.6,100000,1,1
0.0,122.3,489.2,100000,1,1
0.0,117.4,469.6,100000,1,1
0.0,117.3,469.2,100000,1,1
0.0,117.1,468.4,100000,1,1
0.0,116.0,466.0,100000,1,1
0.0,119.7,478.8,100000,1,1
0.0,118.9,442.0,11000,1,1
0.0,119.3,442.0,11000,1,1
0.0,119.7,442.0,11000,1,1
0.0,128.2,479.6,11000,1,1
0.0,129.0,479.6,11000,1,1
0.0,128.5,479.6,11000,1,1
0.0,128.7,489.2,11000,1,1
0.0,129.3,489.2,11000,1,1
0.0,130.1,489.2,11000,1,1
0.0,125.8,469.6,11000,1,1
0.0,124.1,469.6,11000,1,1
0.0,125.3,469.6,11000,1,1
0.0,127.0,469.2,11000,1,1
0.0,127.0,469.2,11000,1,1
0.0,127.5,469.2,11000,1,1
0.0,125.3,468.4,11000,1,1
0.0,126.0,468.4,11000,1,1
0.0,126.0,468.4,11000,1,1
0.0,123.3,466.0,11000,1,1
0.0,123.8,466.0,11000,1,1
0.0,123.6,466.0,11000,1,1
0.0,126.5,478.8,11000,1,1
0.0,128.5,478.8,11000,1,1
0.0,128.5,478.8,11000,1,1
0.0,114.7,455.7,1000,1,1
0.0,115.1,460.5,1000,1,1
0.0,115.6,465.6,1000,1,1
0.0,112.4,463.3,1000,1,1
0.0,112.7,458.0,1000,1,1
0.0,115.2,468.7,1000,1,1
0.0,112.6,451.7,1000,1,1
0.0,116.0,455.7,1100,1,1
0.0,118.1,455.7,1100,1,1
0.0,121.4,460.5,1100,1,1
0.0,119.0,465.6,1100,1,1
0.0,120.5,465.6,1100,1,1
0.0,116.5,458.0,1100,1,1
0.0,115.8,458.0,1100,1,1
0.0,118.5,451.7,1100,1,1
0.0,122.8,451.7,1100,1,1
0.0,112.7,455.7,110,1,1
0.0,115.5,455.7,110,1,1
0.0,114.8,455.7,110,1,1
0.0,116.0,460.5,110,1,1
0.0,116.9,460.5,110,1,1
0.0,114.6,460.5,110,1,1
0.0,114.7,465.6,110,1,1
0.0,114.6,465.6,110,1,1
0.0,114.2,465.6,110,1,1
0.0,110.9,463.3,110,1,1
0.0,113.6,463.3,110,1,1
0.0,112.8,463.3,110,1,1
0.0,110.0,458.0,110,1,1
0.0,110.9,458.0,110,1,1
0.0,111.2,458.0,110,1,1
0.0,114.2,468.7,110,1,1
0.0,114.7,468.7,110,1,1
0.0,116.3,468.7,110,1,1
0.0,112.8,451.7,110,1,1
0.0,114.1,451.7,110,1,1
0.0,113.3,451.7,110,1,1
0.0,128.2,455.7,1,1,1
0.0,140.8,455.7,1,1,1
0.0,128.7,460.5,1,1,1
0.0,129.8,460.5,1,1,1
0.0,130.5,465.6,1,1,1
0.0,137.5,465.6,1,1,1
0.0,129.1,463.3,1,1,1
0.0,130.3,463.3,1,1,1
0.0,125.9,458.0,1,1,1
0.0,128.0,458.0,1,1,1
0.0,130.5,468.7,1,1,1
0.0,131.6,468.7,1,1,1
0.0,131.8,451.7,1,1,1
0.0,134.4,451.7,1,1,1
0.0,122.2,460.5,11,1,1
0.0,124.6,460.5,11,1,1
0.0,122.3,460.5,11,1,1
0.0,126.5,465.6,11,1,1
0.0,128.1,465.6,11,1,1
0.0,127.9,465.6,11,1,1
0.0,125.3,458.0,11,1,1
0.0,126.7,458.0,11,1,1
0.0,126.3,458.0,11,1,1
0.0,127.8,468.7,11,1,1
0.0,127.1,468.7,11,1,1
0.0,130.3,468.7,11,1,1
0.0,122.0,451.7,11,1,1
0.0,121.7,451.7,11,1,1
0.0,123.6,451.7,11,1,1
0.0,128.8,455.7,1,1,1
0.0,134.4,455.7,1,1,1
0.0,130.3,460.5,1,1,1
0.0,131.0,460.5,1,1,1
0.0,135.1,465.6,1,1,1
0.0,139.2,465.6,1,1,1
0.0,132.3,458.0,1,1,1
0.0,138.0,458.0,1,1,1
0.0,136.0,468.7,1,1,1
0.0,138.5,468.7,1,1,1
0.0,133.0,451.7,1,1,1
0.0,130.0,451.7,1,1,1
0.0,120.4,455.7,10111,1,1
0.0,120.1,455.7,10111,1,1
0.0,120.4,455.7,10111,1,1
0.0,119.3,455.7,10111,1,1
0.0,119.4,460.5,10111,1,1
0.0,119.9,460.5,10111,1,1
0.0,125.5,460.5,10111,1,1
0.0,123.5,460.5,10111,1,1
0.0,117.1,463.3,10111,1,1
0.0,118.1,463.3,10111,1,1
0.0,118.2,463.3,10111,1,1
0.0,118.6,463.3,10111,1,1
0.0,124.4,451.7,10111,1,1
0.0,122.8,451.7,10111,1,1
0.0,124.4,451.7,10111,1,1
0.0,123.7,451.7,10111,1,1
0.0,116.4,455.7,10000,1,1
0.0,117.4,455.7,10000,1,1
0.0,121.2,455.7,10000,1,1
0.0,120.4,460.5,10000,1,1
0.0,121.4,460.5,10000,1,1
0.0,121.6,460.5,10000,1,1
0.0,121.9,465.6,10000,1,1
0.0,123.3,465.6,10000,1,1
0.0,124.5,465.6,10000,1,1
0.0,124.4,463.3,10000,1,1
0.0,137.7,463.3,10000,1,1
0.0,125.2,463.3,10000,1,1
0.0,115.4,458.0,10000,1,1
0.0,115.8,458.0,10000,1,1
0.0,118.0,458.0,10000,1,1
0.0,118.1,451.7,10000,1,1
0.0,131.0,451.7,10000,1,1
0.0,117.0,451.7,10000,1,1
0.0,119.0,449.5,11,1,1
0.0,122.0,449.5,11,1,1
0.0,123.4,449.5,11,1,1
0.0,123.6,462.2,11,1,1
0.0,125.7,462.2,11,1,1
0.0,126.9,462.2,11,1,1
0.0,122.8,469.0,11,1,1
0.0,126.1,469.0,11,1,1
0.0,125.8,469.0,11,1,1
0.0,123.3,462.0,11,1,1
0.0,128.1,462.0,11,1,1
0.0,127.5,462.0,11,1,1
0.0,122.8,462.4,11,1,1
0.0,126.4,462.4,11,1,1
0.0,125.0,462.4,11,1,1
0.0,126.2,458.4,11,1,1
0.0,127.6,458.4,11,1,1
0.0,125.5,458.4,11,1,1
0.0,123.6,454.1,11,1,1
0.0,126.0,454.1,11,1,1
0.0,127.7,454.1,11,1,1
0.0,121.5,468.5,11,1,1
0.0,126.4,468.5,11,1,1
0.0,122.6,468.5,11,1,1
0.0,117.0,449.5,11,1,1
0.0,119.2,449.5,11,1,1
0.0,120.4,449.5,11,1,1
0.0,121.1,462.2,11,1,1
0.0,123.0,462.2,11,1,1
0.0,124.1,462.2,11,1,1
0.0,121.5,469.0,11,1,1
0.0,122.5,469.0,11,1,1
0.0,123.6,469.0,11,1,1
0.0,123.0,462.0,11,1,1
0.0,123.5,462.0,11,1,1
0.0,125.9,462.0,11,1,1
0.0,119.2,462.4,11,1,1
0.0,120.5,462.4,11,1,1
0.0,122.7,462.4,11,1,1
0.0,120.8,458.4,11,1,1
0.0,122.5,458.4,11,1,1
0.0,123.2,458.4,11,1,1
0.0,121.3,454.1,11,1,1
0.0,122.9,454.1,11,1,1
0.0,124.2,454.1,11,1,1
0.0,123.2,468.5,11,1,1
0.0,126.2,468.5,11,1,1
0.0,127.1,468.5,11,1,1
0.0,117.2,449.5,11,1,1
0.0,119.5,449.5,11,1,1
0.0,119.5,449.5,11,1,1
0.0,122.2,462.2,11,1,1
0.0,124.6,462.2,11,1,1
0.0,123.3,462.2,11,1,1
0.0,120.9,469.0,11,1,1
0.0,121.0,469.0,11,1,1
0.0,120.4,469.0,11,1,1
0.0,122.8,462.0,11,1,1
0.0,122.7,462.0,11,1,1
0.0,122.3,462.0,11,1,1
0.0,119.0,462.4,11,1,1
0.0,120.6,462.4,11,1,1
0.0,121.2,462.4,11,1,1
0.0,120.8,458.4,11,1,1
0.0,123.3,458.4,11,1,1
0.0,122.4,458.4,11,1,1
0.0,122.0,454.1,11,1,1
0.0,123.1,454.1,11,1,1
0.0,124.2,454.1,11,1,1
0.0,122.4,468.5,11,1,1
0.0,125.1,468.5,11,1,1
0.0,126.1,468.5,11,1,1
0.0,107.1,449.5,1001,1,1
0.0,108.3,449.5,1001,1,1
0.0,110.7,462.2,1001,1,1
0.0,112.8,462.2,1001,1,1
0.0,109.3,469.0,1001,1,1
0.0,112.4,469.0,1001,1,1
0.0,108.0,462.0,1001,1,1
0.0,111.5,462.0,1001,1,1
0.0,107.2,462.4,1001,1,1
0.0,109.9,462.4,1001,1,1
0.0,107.7,458.4,1001,1,1
0.0,111.6,458.4,1001,1,1
0.0,113.5,454.1,1001,1,1
0.0,116.4,454.1,1001,1,1
0.0,109.6,468.5,1001,1,1
0.0,114.2,468.5,1001,1,1
0.0,114.8,449.5,1100,1,1
0.0,114.5,449.5,1100,1,1
0.0,117.9,462.2,1100,1,1
0.0,118.7,462.2,1100,1,1
0.0,118.6,469.0,1100,1,1
0.0,118.6,469.0,1100,1,1
0.0,119.0,462.0,1100,1,1
0.0,118.9,462.0,1100,1,1
0.0,118.8,462.4,1100,1,1
0.0,119.4,462.4,1100,1,1
0.0,119.3,458.4,1100,1,1
0.0,119.9,458.4,1100,1,1
0.0,119.9,454.1,1100,1,1
0.0,120.7,454.1,1100,1,1
0.0,120.7,468.5,1100,1,1
0.0,121.6,468.5,1100,1,1
0.0,106.2,449.5,1001,1,1
0.0,108.7,449.5,1001,1,1
0.0,108.6,462.2,1001,1,1
0.0,110.6,462.2,1001,1,1
0.0,108.3,469.0,1001,1,1
0.0,111.9,469.0,1001,1,1
0.0,108.7,462.0,1001,1,1
0.0,111.5,462.0,1001,1,1
0.0,107.5,462.4,1001,1,1
0.0,112.9,462.4,1001,1,1
0.0,109.9,458.4,1001,1,1
0.0,112.7,458.4,1001,1,1
0.0,110.9,454.1,1001,1,1
0.0,112.4,454.1,1001,1,1
0.0,111.4,468.5,1001,1,1
0.0,115.8,468.5,1001,1,1
0.0,122.8,462.2,10000,1,1
0.0,123.7,462.2,10000,1,1
0.0,125.1,462.2,10000,1,1
0.0,122.8,458.4,10000,1,1
0.0,123.4,458.4,10000,1,1
0.0,124.5,458.4,10000,1,1
0.0,121.7,462.4,10000,1,1
0.0,121.8,462.4,10000,1,1
0.0,122.1,462.4,10000,1,1
0.0,124.0,469.0,10000,1,1
0.0,123.8,469.0,10000,1,1
0.0,122.0,454.1,10000,1,1
0.0,122.9,454.1,10000,1,1
0.0,126.8,454.1,10000,1,1
0.0,119.8,449.5,10000,1,1
0.0,120.5,449.5,10000,1,1
0.0,120.7,449.5,10000,1,1
0.0,123.6,462.0,10000,1,1
0.0,124.3,462.0,10000,1,1
0.0,125.0,462.0,10000,1,1
0.0,126.4,468.5,10000,1,1
0.0,126.9,468.5,10000,1,1
0.0,127.5,468.5,10000,1,1
0.0,122.7,462.2,101000,1,1
0.0,123.2,462.2,101000,1,1
0.0,123.2,462.2,101000,1,1
0.0,122.1,458.4,101000,1,1
0.0,123.2,458.4,101000,1,1
0.0,125.2,458.4,101000,1,1
0.0,122.2,462.4,101000,1,1
0.0,122.0,462.4,101000,1,1
0.0,121.9,462.4,101000,1,1
0.0,122.9,469.0,101000,1,1
0.0,122.9,469.0,101000,1,1
0.0,120.6,469.0,101000,1,1
0.0,121.5,454.1,101000,1,1
0.0,122.1,454.1,101000,1,1
0.0,123.4,454.1,101000,1,1
0.0,120.1,449.5,101000,1,1
0.0,122.9,449.5,101000,1,1
0.0,123.8,449.5,101000,1,1
0.0,124.2,462.0,101000,1,1
0.0,124.7,462.0,101000,1,1
0.0,124.9,462.0,101000,1,1
0.0,127.3,468.5,101000,1,1
0.0,126.3,468.5,101000,1,1
0.0,128.7,468.5,101000,1,1
0.0,123.4,462.2,11000,1,1
0.0,126.5,462.2,11000,1,1
0.0,127.2,462.2,11000,1,1
0.0,123.0,458.4,11000,1,1
0.0,121.5,458.4,11000,1,1
0.0,124.1,458.4,11000,1,1
0.0,119.5,462.4,11000,1,1
0.0,120.1,462.4,11000,1,1
0.0,122.2,462.4,11000,1,1
0.0,124.9,454.1,11000,1,1
0.0,120.9,449.5,11000,1,1
0.0,122.7,449.5,11000,1,1
0.0,123.1,449.5,11000,1,1
0.0,124.5,462.0,11000,1,1
0.0,123.4,462.0,11000,1,1
0.0,124.1,462.0,11000,1,1
0.0,123.8,462.2,11000,1,1
0.0,125.9,462.2,11000,1,1
0.0,127.1,462.2,11000,1,1
0.0,122.5,458.4,11000,1,1
0.0,122.8,458.4,11000,1,1
0.0,123.3,458.4,11000,1,1
0.0,122.6,462.4,11000,1,1
0.0,124.0,462.4,11000,1,1
0.0,124.2,462.4,11000,1,1
0.0,122.9,469.0,11000,1,1
0.0,124.9,469.0,11000,1,1
0.0,125.3,469.0,11000,1,1
0.0,122.6,454.1,11000,1,1
0.0,123.7,454.1,11000,1,1
0.0,123.5,454.1,11000,1,1
0.0,120.8,449.5,11000,1,1
0.0,123.4,449.5,11000,1,1
0.0,124.6,449.5,11000,1,1
0.0,123.0,462.0,11000,1,1
0.0,123.2,462.0,11000,1,1
0.0,124.8,462.0,11000,1,1
0.0,119.4,462.2,101001,1,1
0.0,120.2,462.2,101001,1,1
0.0,119.9,462.2,101001,1,1
0.0,122.3,462.2,101001,1,1
0.0,123.5,462.2,101001,1,1
0.0,124.4,462.2,101001,1,1
0.0,119.1,458.4,101001,1,1
0.0,118.6,458.4,101001,1,1
0.0,120.3,458.4,101001,1,1
0.0,121.3,458.4,101001,1,1
0.0,123.4,458.4,101001,1,1
0.0,123.0,458.4,101001,1,1
0.0,121.6,462.4,101001,1,1
0.0,123.8,462.4,101001,1,1
0.0,124.4,462.4,101001,1,1
0.0,122.6,462.4,101001,1,1
0.0,120.4,462.4,101001,1,1
0.0,120.4,469.0,101001,1,1
0.0,121.9,469.0,101001,1,1
0.0,122.1,469.0,101001,1,1
0.0,122.0,469.0,101001,1,1
0.0,121.9,469.0,101001,1,1
0.0,120.4,469.0,101001,1,1
0.0,120.8,449.5,101001,1,1
0.0,120.7,449.5,101001,1,1
0.0,123.8,449.5,101001,1,1
0.0,124.2,449.5,101001,1,1
0.0,122.3,449.5,101001,1,1
0.0,120.9,462.0,101001,1,1
0.0,121.6,462.0,101001,1,1
0.0,123.2,462.0,101001,1,1
0.0,123.8,462.0,101001,1,1
0.0,123.8,462.0,101001,1,1
0.0,123.5,462.0,101001,1,1
0.0,124.7,468.5,101001,1,1
0.0,129.4,468.5,101001,1,1
0.0,131.4,468.5,101001,1,1
0.0,133.8,468.5,101001,1,1
0.0,134.5,468.5,101001,1,1
0.0,135.3,468.5,101001,1,1
0.0,122.3,462.2,101010,1,1
0.0,121.5,462.2,101010,1,1
0.0,121.0,462.2,101010,1,1
0.0,122.6,458.4,101010,1,1
0.0,122.8,458.4,101010,1,1
0.0,123.0,458.4,101010,1,1
0.0,124.8,462.4,101010,1,1
0.0,124.4,462.4,101010,1,1
0.0,125.0,462.4,101010,1,1
0.0,122.1,469.0,101010,1,1
0.0,122.1,469.0,101010,1,1
0.0,120.7,469.0,101010,1,1
0.0,121.9,454.1,101010,1,1
0.0,123.0,454.1,101010,1,1
0.0,124.2,454.1,101010,1,1
0.0,122.6,462.0,101010,1,1
0.0,122.8,462.0,101010,1,1
0.0,123.5,462.0,101010,1,1
0.0,127.5,468.5,101010,1,1
0.0,129.0,468.5,101010,1,1
0.0,131.2,468.5,101010,1,1
0.0,118.5,462.2,101011,1,1
0.0,119.4,462.2,101011,1,1
0.0,119.4,462.2,101011,1,1
